metal,linker
Ba,"4-(3′,5′-dicarboxylphenoxy)phthalic acid"
Ba,4-(4-(pyridine-4-phenyl)amido)benzoic acid
Ba,4-(4-carboxyphenoxy)-isophthalic acid
Ba,"4-(4-carboxyphenyl)-4,2’:6’,4’’-terpyridine"
Ba,"4-(4-carboxyphenylamino)-3,5-dinitrobenzoic acid"
Ba,4-(6-carboxy-pyridin-3-yl)-isophthalic acid
Ba,4-[(1H-imidazol-4-yl)methylamino]benzoic acid
Ba,4-phosphonato-4′-biphenylcarboxylic acid
Ba,4-pyr-poly-2-ene
Ba,4-pyridylacetic acid hydrochloride
Ba,"5,5,7,12,12,14-hexamethyl-1,4,8,11-tetraazacyclotetradecane"
Ba,"5,5′-(1,2-phenylenebis(methoxy))diisophthalic acid"
Ba,"5,5′-(2,3,6,7-tetramethoxyanthracene-9,10-diyl)diisophthalic acid"
Ba,"5,5′-(p-xylylenediamino)-1,1′,3,3′-(benzenetetracarboxylic acid)"
Ba,5-(1H-tetrazol-5-yl)isophthalic acid
Ba,"5-(3,5-dicarboxybenzyloxy)-3-pyridine carboxylic acid"
Ba,5-(6-Carboxypyridin-3-yl)isophthalic acid
Ba,5-(pyridine-3-yl)pyrazole-3-carboxylic acid
Ba,"5-[(3,5-Dicarboxybenzyl)oxy]isophthalic acid"
Ba,"5-[2-{2,4,6-trioxotetrahydropyrimidin-5(2H)-ylidene}hydrazinyl]isophthalic acid"
Ba,5-bromonicotinic acid
Ba,5-hydroxy-isophthalic acid
Ba,5-methylbenzimidazole
Ba,5-methyltetrazole
Ba,5-sulfoisophthalic acid sodium salt
Ba,"6,6'-dithiodinicotinic acid"
Ba,"6,6′-dinitrobiphenyl-2,2′,4,4′-tetracarboxylic acid"
Ba,6-(4-carboxyphenyl)nicotinic acid
Ba,"9,10-bis(N-benzimidazolyl)-anthracene"
Ba,"Benzene-1,3,5-tris(4-benzoic acid)"
Ba,"Biphenyl-3,4',5-tricarboxylic acid"
Ba,Co(H2DCPP)Cl
Ba,DL-camphoric acid
Ba,L-tyrosine
Ba,"N,N-di-(phenyl-2-hydroxy-4-carboxylate)-naphthalene-1,4,5,8-tetracarboxylic acid diimide"
Ba,"[1,1’:3’,1’’-terphenyl]-3,3’’,5,5’’-tetracarboxylic acid"
Ba,"[1,1′;4′,1″]terphenyl-3,5,2′,5′,3″,5″-hexacarboxylic acid"
Ba,amino-terephthalic acid
Ba,"benzene-1,3,5-tri-β-acrylic acid"
Ba,"benzene-1,3,5-triphosphonic acid"
Ba,"benzene-2,5-dihydroxy-1,4-dicarboxylic acid"
Ba,"benzophenone-2,4′-dicarboxylic acid"
Ba,"benzophenone-4,4'-dicarboxylic acid"
Ba,biphenyldicarboxylic acid
Ba,bis(4-(pyridine-4-yl)phenyl)amine
Ba,bis(4-imidazolphenoxy)methane
Ba,bis(4-pyridyl)amine
Ba,"cis,cis-1,3,5-cyclohexanetricarboxylate"
Ba,"cyclohex-1-ene-1,2-dicarboxylic acid"
Ba,disodium 2-hydroxyterephthalate monohydrate
Ba,disodium succinate
Ba,fluconazole
Ba,"hexakis(1,2,4-triazol-ylmethyl)benzene"
Ba,hexakis(4-carboxyphenoxy)cyclotriphosphazene
Ba,homophthalic acid
Ba,homoterephthalic acid
Ba,iminodiacetic acid
Ba,maleic acid
Ba,methylmalonic acid
Ba,"naphthalene-2,3-dicarboxylic acid"
Ba,nitro terephthalic acid
Ba,o-xylenediphosphonic acid
Ba,p-xylenediphosphonic acid
Ba,polyethylene terephthalate
Ba,polyethylene terephthalate (PET) waste
Ba,"pyrazole-3,5-dicarboxylic acid monohydrate"
Ba,pyrimidin-2-ol
Ba,"tetrahydrofuran-2,3,4,5-tetracarboxylic acid"
Ba,tetrakis(3-carboxyphenyl)silicon
Ba,tetrakis(4-carboxyphenyl)silane
Ba,tetrathiafulvalene tetrabenzoic acid
Ba,tetrazole
Ba,triethanolamine
Ba,triethylenediamine
Ba,tris(4′-carboxybiphenyl)amine
Ba,tris(p-carboxyphenyl)methane
Ba,trisodium 5-sulfoisophthalate
Ba,"(1,1'-biphenyl)-2,4,6-tricarboxylic acid"
Ba,"(2S,3S,4R,5R)-tetrahydrofurantetracarboxylic acid"
Ba,"(3,5-dicarboxyl-phenyl)-(4-(2’-carboxyl-phenyl)-benzyl)ether"
Ba,"(3,5-dicarboxyl-phenyl)-(4-(2′-carboxyl-phenyl)-benzyl) ether"
Ba,(E)-5-(2-carboxyvinyl)thiophene-3-carboxylic acid
Ba,"(R,R)-2,2′-((5-(methoxycarbonyl)-1,3-phenylene)bis(oxy))dipropanoic acid"
Ba,(S)-5-(((1-carboxyethyl)amino)methyl)isophthalic acid
Ba,"(S,S)-2,2′-((5-(methoxycarbonyl)-1,3-phenylene)bis(oxy))dipropanoic acid"
Ba,"1,1-(1,4-butanediyl)bis-1H-benzimidazole"
Ba,"1,1’-biscarboxymethyl-4,4’-bipyridium"
Ba,"1,1′-biphenyl-2,2′-dicarboxylate acid"
Ba,"1,1′-ferrocenedicarboxylic acid"
Ba,"1,1′:4′,1″:4″,1‴-quaterphenyl-2,4,2‴,4‴-tetracarboxylic acid"
Ba,"1,2,3,4,5,6-hexakis[4,4″-dicarboxy-(1,1′:3′,1″-terphenyl)]benzene"
Ba,"1,2,3,4,5-benzenepentacarboxylic acid"
Ba,"1,2,3,4-tetra-(4-pyridyl)-butane"
Ba,"1,2,4,5-tetrakis[(4-carboxy)phenoxymethyl]benzene"
Ba,"1,2-bis(1,2,4-triazol-1-yl)ethane"
Ba,"1,2-bis(1,2,4-triazole-1-yl)ethane"
Ba,"1,2-bis(imidazol-10-yl)ethane"
Ba,"1,2-bis(pyridin-3-yloxy)ethane"
Ba,"1,2-bis[4-(4H-1,2,4-triazol-4-yl)phenoxy]ethane"
Ba,"1,2-bis[4-amino-5-carboxylmethylthio-(1,2,4-triazol-3-yl)]ethane"
Ba,"1,2-di(pyridin-4-yl)ethene"
Ba,"1,2-ethylenediphosphonic acid"
Ba,"1,3,5,7-tetrakis(tetrazol-5-yl)adamantane trihydrate"
Ba,"1,3,5-tricarboxybenzene"
Ba,"1,3,5-trimethylimidazole-2,4,6-triethylbenzene"
Ba,"1,3,5-tris(1-imidazol-1-ylmethyl)-2,4,6-trimethylbenzene"
Ba,"1,3-bis((S)-1-carboxyethyl)-1H-imidazol-3-ium chloride"
Ba,"1,3-bis(3,5-dicarboxyphenyl) imidazolium chloride"
Ba,"1,3-bis(3′-carboxypyridine)adamantane"
Ba,"1,3-bis(4-pyridyl-3-cyano)propane"
Ba,"1,3-di(2',4'-dicarboxylphenyl)benzene"
Ba,"1,3-di(2′,4′-dicarboxyphenyl)benzene"
Ba,"1,3-di-(1,2,4-triazole-4-yl)benzene"
Ba,"1,3-di-4-pyridylpropane"
Ba,"1,4-bis(1-imidazolium)benzene"
Ba,"1,4-bis(1-imidazolyl)-benzene"
Ba,"1,4-bis(1H-imidazol-4-yl)benzene"
Ba,"1,4-bis(3-pyridylaminomethyl)benzene"
Ba,"1,4-bis(4-(imidazole-1-yl)benzyl)piperazine"
Ba,"1,4-bis(4-pyridyl)benzene"
Ba,"1,4-bis(imidazol-1’-yl)butane"
Ba,"1,4-bis-(1,2,4-triazol-1-ylmethyl)benzene"
Ba,"1,4-bis[(2-(4-(1H-imidazol-1-yl)-phenyl)-1H-imidazol-1-yl)-methyl]benzene"
Ba,"1,4-di(4H-1,2,4-triazol-4-yl)benzene"
Ba,"1,4-di(pyridin-4-yl)benzene"
Ba,"1,4-di-(1,2,4-triazole-4-yl)benzene"
Ba,"1,4-phenylenebis(methylidyne)tetrakis(phosphonic acid)"
Ba,"1,5-bi(imidazolyl)anthracene"
Ba,"1,5-bis(5-tetrazolo)-3-oxapentane"
Ba,"1,5-naphthalenedisulfonic acid tetrahydrate"
Ba,"1-((1H-1,2,4-triazol-1-yl)methyl)-3,5-bis(3-pyridyl)-1,2,4-triazole"
Ba,"1-(1-imidazolyl)-3,5-bis(imidazol-1-ylmethyl)benzene"
Ba,1-(1-imidazolyl)-4-(imidazol-1-ylmethyl)benzene
Ba,"1-(3,5-dicarboxyphenyl)-4-carboxy-1H-1,2,3-triazole"
Ba,"1-(triazol-1-yl)-2,4,6-benzenetricarboxylic acid"
Ba,"2,2'-bipyridine-3,3',6,6'-tetracarboxylic acid"
Ba,"2,2'-bipyridine-3,3'-dicarboxylic acid"
Ba,"2,2-bis(4-carboxyphenyl)hexafluoropropane"
Ba,"2,2′-biselenophene-5,5′-dicarboxylic acid"
Ba,"2,3,6,7,10,11-hexaaminotriphenylene hexahydrochloride"
Ba,"2,3,6,7,10,11-hexahydroxytriphenylene"
Ba,"2,3,6,7,10,11-hexahydroxytriphenylene hydrate"
Ba,"2,3-pyrazinedicarboxylic acid"
Ba,"2,4,6-Tris(4-pyridyl)pyridine"
Ba,"2,4,6-trimethyl benzene-1,3,5-triyl-triisophthalate"
Ba,"2,4,6-tris(3-pyridyl)-1,3,5-triazine"
Ba,"2,5,8-tri-(4-pyridyl)-1,3,4,6,7,9-hexaazaphenalene"
Ba,"2,5-bis(2-methoxyethoxy)-1,4-benzenedicarboxylate"
Ba,"2,5-dibutoxy-1,4-benzenedicarboxylate"
Ba,"2,5-dimethoxy-1,4-benzoquinone"
Ba,"2,5-piperazinedione-1,4-diacetic acid"
Ba,"2,6-bis(2′,4′-dicarboxylphenyl)pyridine"
Ba,"2,6-pyridinedicarboxylic acid"
Ba,"2,8,14,20-tetra-methyl-4,6,10,12,16,18,22,24-octa-carboxymethoxy-calix[4]arene"
Ba,"2-((1H-1,2,4-triazol-1-yl)methyl)-1H-imidazole-4,5-dicarboxylic acid"
Ba,2-((pyridin-4-ylmethyl)amino)terephthalic acid
Ba,"2-(2-sulfophenyl)imidazo(4,5-f)(1,10)-phenanthroline"
Ba,2-(4-carboxyphenoxy)terephthalic acid
Ba,"2-(4-carboxyphenyl)imidazo[4,5-f]-1,10-phenanthroline"
Ba,2-(imidazole-1-yl)terephthalic acid
Ba,"2-(pyridin-4-yl)-4,6-pyrimidine dicarboxylic acid"
Ba,"2-amino-[1,1′-biphenyl]-4,4′-dicarboxylic acid"
Ba,2-aminobenzimidazole
Ba,2-aminoterephthalic acid disodium salt monohydrate
Ba,"2-ethynyl-[1,1′-biphenyl]-4,4′-dicarboxylic acid"
Ba,2-imidazolecarboxaldehyde
Ba,2-iodoterephthalic acid
Ba,2-pyrazinecarboxylic acid
Ba,2-sulfoterephthalic acid monosodium salt
Ba,"2′,5′-dimethoxy-[1,1′:4′,1′′-terphenyl]-4,4′′-dicarboxylic acid"
Ba,2′-carboxybiphenyl-4-ylmethylaminodiacetic acid
Ba,"3,3',4,4'-biphenyltetracarboxylic acid"
Ba,"3,3′,4,4′-biphenyltetracarboxylic acid"
Ba,"3,3′,4,4′-diphenylsulfonetetracarboxylic dianhydride"
Ba,"3,3′,5,5′-Tetramethyl-4,4′-bi-1H-pyrazole"
Ba,"3,3′,5,5′-azobenzene-tetracarboxylic acid"
Ba,"3,3′-bipyridine"
Ba,"3,5-bis((4'-carboxylbenzyl)oxy)benzoic acid"
Ba,"3,5-bis((4’-carboxylbenzyl)oxy)benzoic acid"
Ba,"3,5-bis(3,5-dicarboxylphenoxy)benzoic acid"
Ba,"3,5-bis(3-pyridyl-3-(3′-methylphenyl)-1,3,4-oxadiazole"
Ba,"3,5-di(1H-benzimidazol-1-yl)pyridine"
Ba,"3,6-di(4H-imidazol-4-yl)benzene-1,2-diamine"
Ba,3-((6-carboxynaphthalen-2-yl)oxy)phthalic acid
Ba,3-(3-pyridyl)acrylic acid
Ba,"3-(5-(pyridin-4-yl)-4H-1,2,4-triazol-3-yl)benzoic acid"
Ba,3-[4-(carboxymethoxy)phenyl]propanoic acid
Ba,"3-amino-1,2,4-triazole-5-carboxylic acid hydrate"
Ba,3-amino-4-hydroxybenzoic acid
Ba,3-fluoro-4-pyridinecarboxylic acid
Ba,3-methyl pyridine
Ba,"3-methyl-1,2,4-triazole"
Ba,3-methyladipic acid
Ba,3-pyridylmethyl phosphonic acid
Ba,"4,4',4''-Tricarboxytriphenylamine"
Ba,"4,4'-(1E,1'E)-2,2'-(2,5-dimethoxy-1,4-phenylene)bis(ethene-2,1-diyl)dibenzoic acid"
Ba,"4,4'-(2,2-bis((4-carboxyphenoxy)methyl)propane-1,3-diyl)bis(oxy)dibenzoic acid"
Ba,"4,4'-(diazene-1,2-diyl)dibenzoic acid"
Ba,"4,4'-(ethyne-1,2-diyl)dibenzoic acid"
Ba,"4,4'-azobipyridine"
Ba,"4,4'-dicarboxy-2,2'-bipyridine"
Ba,"4,4'-dicarboxybiphenyl sulfone"
Ba,"4,4'-dicarboxydiphenyl sulfone"
Ba,"4,4'-stilbenedicarboxylic acid"
Ba,"4,4′,4″,4‴-benzene-1,2,4,5-tetrayltetrabenzoic acid"
Ba,"4,4′,4″-{[(2,4,6-trimethylbenzene-1,3,5-triyl)tris(methylene)]tris(oxy)}tribenzoic acid"
Ba,"4,4′-((4-(pyridin-4-yl)phenyl)azanediyl)dibenzoic acid"
Ba,"4,4′-(1,2-dihydroxyethane-1,2-diyl)dibenzoic acid"
Ba,"4,4′-(1,4-(xylene)diyl)bis(1,2,4-triazole)"
Ba,"4,4′-(1H-1,2,4-triazol-1-yl)methylenebis(benzoic acid)"
Ba,"4,4′-(4-(3-carboxyphenyl)pyridine-2,6-diyl)dibenzoic acid"
Ba,"4,4′-(4H-1,2,4-triazole-3,5-diyl)dibenzoic acid"
Ba,"4,4′-[1,4-phenylenebis(ethyne-2,1-diyl)]-dibenzoic acid"
Ba,"4,4′-azobis(pyridine)"
Ba,"4,4′-azodisalicylic acid"
Ba,"4,4′-dicarboxybiphenyl sulfone"
Ba,"4,4′-dioxidobiphenyl-3,3′-dicarboxylic acid"
Ba,"4,4′-dipyridyl"
Ba,"4,5-di(4'-carboxylphenyl)phthalic acid"
Ba,"4-(2,4-dicarboxylphenyl) picolinic acid"
Ba,"4-(3,5-dicarboxylatobenzyloxy)benzoic acid"
Ba,"4-(3,5-dicarboxylphenyl) picolinic acid"
Ba,"4-(4-carboxyphenyl)-1,2,4-triazole"
Ba,4-(aminomethyl)benzoic acid
Ba,4-(imidazol-1-yl)-benzoic acid
Ba,4-(trifluoromethyl)phthalic acid
Ba,"4-amino-1,2,4-triazole"
Ba,4-phosphonoethanesulfonic acid
Ba,4-pyridinecarboxaldehyde
Ba,"40-(4-pyridyl)-4,20:60,400-terpyridine"
Ba,"4′-(4-(3,5-dicarboxylphenoxy)phenyl)-4,2′:6′,4″-terpyridine"
Ba,"4′-(4-methoxyphenyl)-4,2′:6′,4″-terpyridine"
Ba,"4′-carboxy-4,2′:6′,4″-terpyridine"
Ba,"4′-nitro-[1,1′-biphenyl]-3,5-dicarboxylic acid"
Ba,"5,10,15,20-tetra(4-pyridyl)porphyrin"
Ba,"5,10,15,20-tetrakis(3,4,5-trihydroxyphenyl)porphyrin"
Ba,"5,5'-(1,4-phenylenebis(methoxy))diisophthalic acid"
Ba,"5,5'-(biphenyl-4,4'-diylbis(methylene))bis(oxy)diisophthalic acid"
Ba,"5,5'-(pentane-1,2-diyl)-bis(oxy)diisophthalic acid"
Ba,"5,5'-methylenediisophthalic acid"
Ba,"5,5′-(1,4/1,3-phenylenebis(methoxy))diisophthalic acid"
Ba,"5,5′-(ethene-1,2-diyl)diisophthalic acid"
Ba,"5,5′-(pentane-1,4-diylbis(oxy))diisophthalic acid"
Ba,"5,5′-(pyridine-2,5-diyl)diisophthalic acid"
Ba,"5,6-dimethylbenzimidazole"
Ba,5-(((1H-imidazol-2-yl)methyl)amino)isophthalic acid
Ba,5-(2-carboxylphenoxy)isophthalic acid
Ba,"5-(3,5)-(dicarboxybenzyloxy)isophthalic acid"
Ba,5-(4-carboxy-phenoxy)-isophthalic acid
Ba,5-(benzimidazole-1-yl)isophthalic acid
Ba,5-(imidazol-1-yl)-N′-(pyridin-4-ylmethylene) nicotinohydrazide
Ba,5-(phosphonomethyl)isophthalic acid
Ba,5-(tert-butyl)isophthalic acid
Ba,5-azidoisophthalic acid
Ba,5-bromosalicylic acid
Ba,5-hydroxynicotinic acid
Ba,5-nitro-isophthalic acid
Ba,"5’-(4,5-Bis(4-carboxyphenyl)-1H-imidazol-2-yl)-[1,1’:3’,1’’-terphenyl]-4,4’’-dicarboxylic acid"
Ba,"5′-nitro-[1,1′:3′,1′′-terphenyl]-4,4′′-dicarboxylic acid"
Ba,6-(4-pyridyl)-terephthalic acid
Ba,6-nitrobenzimidazole
Ba,BenzeneDiSulfonic Acid
Ba,"Bicyclo[1.1.1]pentane-1,3-dicarboxylic acid"
Ba,"H3L1 (4,4′,4″-((benzene-1,3,5-tricarbonyl)tris(azanediyl))tribenzoic acid)"
Ba,KHClCNAn
Ba,L-(+)-tartaric acid
Ba,L-glutamic acid
Ba,"N',N'-bis[1-(pyridin-3-yl)methylidene]benzil dihydrazone"
Ba,"N',N'-bis[1-(pyridin-4-yl)methylidene]benzil dihydrazone"
Ba,"N,N,N′,N′-tetra(2-pyridyl)biphenyl-4,4′-diamine"
Ba,"N,N′-bis(3-pyridinecarboxamide)-1,6-hexane"
Ba,"N,N′-bis(4-carboxyphenyl)urea"
Ba,"N,N′-di(3-pyridyl)suberoamide"
Ba,"N-(pyridin-4-yl)-4-(pyridin-4-yl)-1,8-naphthalimide"
Ba,"N1,N3-di(pyridin-3-yl)isophthalamide"
Ba,NiL
Ba,"Poly-2,5-bis(pent-4-en-1-yloxy)terephthalic acid"
Ba,"R,S-hydroxyphosphonoacetic acid"
Ba,SinMe2n-(C6H4CO2H)2
Ba,alkane dioic acid
Ba,aminoterephthalic acid
Ba,"benzene-1,2-dicarboxylic acid"
Ba,"benzene-1,3,5-tribenzoate"
Ba,"benzene-1,4-dicarboxylate"
Ba,"benzo[d][1,3]dioxole-4,7-dicarboxylic acid"
Ba,"benzothiadiazolyl-substituted 4,4′-[1,4-phenylene-bis(ethyne-2,1-diyl)]-dibenzoic acid"
Ba,"biphenyl-2,4,6,3’,5’-pentacarboxylic acid"
Ba,"biphenyl-2,4′-dicarboxylic acid"
Ba,"biphenyl-3,3′,5-tricarboxylic acid"
Ba,bis(4-pyridyl)acetylene
Ba,bis(4-pyridylformyl)piperazine
Ba,bis(N-imidazolyl)methane
Ba,chelidamic acid
Ba,dibenzobarrelene-based dicarboxylic acid
Ba,"diisopropyl 3,5-dicarboxylphenylphosphonate"
Ba,"disodium 2,5-dihydroxyterephthalate"
Ba,gamma-cyclodextrin
Ba,mellitic acid
Ba,monosodium 2-sulfoterephthalate
Ba,"naphthalene-2,6-diylbis(phosphonic acid)"
Ba,ortho-phenylenediacetic acid
Ba,phosphoserine
Ba,potassium oxalate monohydrate
Ba,"pyrazine-2,5-dicarboxylic acid"
Ba,"pyrazine-2,6-dicarboxylic acid"
Ba,"pyrazino[2,3-f][1,10]-phenanthroline"
Ba,"pyridine-2,4,6-tricarboxylic acid"
Ba,"pyridine-2-yl-1H-imidazole-4,5-dicarboxylic acid"
Ba,"pyridine-3,5-dicarboxylate"
Ba,"pyridyl-2,5-dicarboxylic acid N-oxide"
Ba,sodium (S)-2-(1H-imidazole1-yl) propionate
Ba,sodium 5-sulfoisophthalate
Ba,sodium azide
Ba,"terphenyl-2,5,2’,5’-tetracarboxylic acid"
Ba,tetrabromoterephthalic acid
Ba,tetrakis[4-(1-imidazolyl)phenyl]methane
Ba,thiobis(4-methylene-benzoic acid)
Ba,"trans-2,2′-[cyclohexane-1,4-diylbis(azanediyl)]bis(2-oxoacetic acid)"
Ba,triphosphaazatriangulene
Ba,tris(2-carboxyethyl)isocyanurate
Ba,tris(p-carboxyl-biphenyl)phosphine oxide
Ba,"α,α′-p-xylylenebis(1-(4-pyridylmethylene)-piper-4-azine)"
Ba,"(2,5-dimethyl-1,4-phenylene)bis(phosphonic acid)"
Ba,"(4,4′-anthracene-9,10-diylbis(ethyne-2,1-diyl))dibenzoic acid"
Ba,(4-pyridyl)tetrazole
Ba,"(5,15-dipyridyl-10,20-bis(pentafluorophenyl))porphyrinato manganese(III) chloride (L2-Mn(Cl))"
Ba,"(R,R)-(−)-1,2-cyclohexanediamino-N,N′-bis(3-tert-butyl-5-(4-pyridyl)salicylidene)zinc(II)"
Ba,"(S)-2-(1,8-naphthalimido)-3-(4-imidazole)propanoate"
Ba,"(S,S)-H4L"
Ba,"1,1'-(1,5-pentanediyl)bis-1H-benzimidazole"
Ba,"1,1'-methylenebis(1H-pyrazole-4-carboxylic acid)"
Ba,"1,1,2,2-Tetrakis[4-(4-carboxyphenyl)-1H-pyrazol-1-yl]ethane"
Ba,"1,1,2,2-tetrakis(4-(1H-imidazol-1-yl)phenyl)ethane"
Ba,"1,1,2,2-tetrakis(4-pyridylphenyl)ethylene"
Ba,"1,10,100-(2,4,6-trimethylbenzene-1,3,5-triyl(methylene))-tris(pyridine-4-carboxylic acid)"
Ba,"1,1′,1″-(1,3,5-triazine-2,4,6-triyl)-tripiperidine-4-carboxylic acid"
Ba,"1,1′-(1,6-hexanediyl)bis(imidazole)"
Ba,"1,1′-(5-methyl-1,3-phenylene)bis(1H-imidazole)"
Ba,"1,1′-biphenyl-2,2′,6,6′-tetracarboxylic acid"
Ba,"1,2,3,5-benzenetetracarboxylic acid"
Ba,"1,2,4,5-benzenetetracarboxylate"
Ba,"1,2,4-benzene tricarboxylic acid"
Ba,"1,2,5-thiadiazole-3,4-dicarboxylic acid"
Ba,"1,2-bis(1,2,4-triazol-4-yl)ethane"
Ba,"1,2-bis(4-pyridyl)-ethane"
Ba,"1,2-bis(imidazol-1-yl)ethane"
Ba,"1,2-bis(imidazol-1′-yl)ethane"
Ba,"1,2-bis[(pyridin-4-ylthio)methyl]benzene"
Ba,"1,2-bis[3-(4H-1,2,4-triazol-4-yl)phenoxy]ethane"
Ba,"1,3,5-(triscarboxyphenyl)benzene"
Ba,"1,3,5-tri(imidazo-1-ylmethyl)-2,4,6-trimethylbenzene"
Ba,"1,3,5-triamino-2,4,6-benzenetriol"
Ba,"1,3,5-triaza-7-phosphaadamantane"
Ba,"1,3,5-trifluoro-2,4,6-tris(4-carboxy-phenyl)benzene"
Ba,"1,3,5-tris(1H-imidazol-1-yl)benzene"
Ba,"1,3,5-tris(2H-tetrazol-5-yl)benzene hydrochloride"
Ba,"1,3,5-tris(4-phosphonophenyl)benzene"
Ba,"1,3,5-tris[2,6-dimethyl-4-(α-carboxy)methoxyphenyl]benzene"
Ba,"1,3-Bis(1,2,4-triazol-1-yl)propane"
Ba,"1,3-bis(2-methylimidazol-1-ylmethyl)benzene"
Ba,"1,3-bis(carboxymethyl)imidazole"
Ba,"1,3-bis(imidazol)propane"
Ba,"1,3-bis(imidazol-1-yl)propane"
Ba,"1,3-bis(pyridin-4-ylmethyl)urea"
Ba,"1,3-bis[2-(4-pyridyl)ethenyl]benzene"
Ba,"1,3-di(4′-carboxyl-phenyl)benzene acid"
Ba,"1,4,5,8-naphthalenetetracarboxylic acid"
Ba,"1,4-benzene dicarboxylate acid"
Ba,"1,4-benzenebis(thioacetic acid)"
Ba,"1,4-bis((1H-1,2,4-triazol-1-yl)methyl)benzene"
Ba,"1,4-bis(1,2,4-triazol-4-yl)benzene"
Ba,"1,4-bis(2-methyl-imidazol-1-yl)butane"
Ba,"1,4-bis(2-pyridylaminomethyl)benzene"
Ba,"1,4-bis(3,5-bis(trifluoromethyl)-1H-pyrazole-4-yl)benzene"
Ba,"1,4-bis(4-pyridylethynyl)benzene"
Ba,"1,4-bis(imidazol-1-yl)terephthalic acid"
Ba,"1,4-bis(pyridin-4-ylmethoxy)benzene"
Ba,"1,4-bis(pyridinil-3-carboxylato)-1,4-dimethyl-benzene"
Ba,"1,4-di(1H-imidazol-1-yl)butane"
Ba,"1,4-di(imidazol-1-yl)naphthalene"
Ba,"1,4-naphthalene dicarboxylic acid"
Ba,"1,4-terephthalic acid"
Ba,"1,5-naphthalenedisulfonic acid"
Ba,"1,5-pentylenediphosphonic acid"
Ba,"1,6-bis(imidazol-1-yl)-hexane"
Ba,1-(4-Cyano-phenyl)-piperidine-4-carboxylic acid ethyl ester
Ba,"1-(4-aminobenzyl)-1,2,4-triazole"
Ba,"1-(pyridin-4-ylthio)benzene-2,4-dioic acid"
Ba,"1-hydroxyethane 1,1-diphosphonic acid"
Ba,"1-imidazol-1-yl-3-(1,2,4-triazol-4-yl)propane"
Ba,1-oxidopyridin-1-ium-4ylaminocarbonyl
Ba,"1H-3,5-bis(3-pyridyl)-1,2,4-triazole"
Ba,"1H-3-(3-pyridyl)-5-(4-pyridyl)-1,2,4-triazole"
Ba,1H-benzotriazole
Ba,1H-tetrazolate-5-ethyl acetate
Ba,1H-tetrazole-5-acetic acid
Ba,"2,2'-azodibenzoic acid"
Ba,"2,2'-bis(4-pyridylmethyleneoxy)-1,1'-biphenylene"
Ba,"2,2'-dihydroxyl-[1,1']-binaphthalene-3,3'-dicarboxylic acid"
Ba,"2,2’-bipyridine-5,5’-dicarboxylic acid"
Ba,"2,2′,2″-[1,3,5-triazine-2,4,6-triyltris(thio)]tris-acetic acid"
Ba,"2,2′,3,3′-thiodiphthalic dianhydride"
Ba,"2,2′-(pyridine-2,6-diyl)diterephthalic acid"
Ba,"2,2′-biphenyldicarboxylic acid"
Ba,"2,2′-dinitro-4,4′-biphenyldicarboxyl acid"
Ba,"2,2′:6′,2′′-terpyridine"
Ba,"2,2″-dimethyl-[1,1′:4′,1″-terphenyl]-4,4″-dicarboxylic acid"
Ba,"2,3,5,6-tetramethylterephthalic acid"
Ba,"2,3,6,7,10,11-hexaaminotriphenylene"
Ba,"2,3-Pyrazinedicarboxylic acid"
Ba,"2,3-dimethylpyrazine"
Ba,"2,3’,4,5’-biphenyltetracarboxylic acid"
Ba,"2,4,5-tri(4-pyridyl)-imidazole"
Ba,"2,4-dibenzoylisophthalic acid"
Ba,"2,5-bis(1-imidazoly)pyridine"
Ba,"2,5-bis(1H-1,2,4-triazol-1-yl) terephthalic acid"
Ba,"2,5-bis(4-aminophenyl)-1,3,4-oxadiazole"
Ba,"2,5-bis-(3-pyridyl)-3,4-diaza-2,4-hexadiene"
Ba,"2,5-dicarboxyterephthalic acid"
Ba,"2,5-difluorobenzene-1,4-dicarboxylic acid"
Ba,"2,5-dihydroxy-1,4-benzenediacetic acid"
Ba,"2,5-dihydroxy-terephthalic acid"
Ba,"2,5-dimercaptoterephthalic acid"
Ba,"2,5-pyridine-dicarboxylic acid"
Ba,"2,6-bis(4′-carboxyl-phenyl)pyridine"
Ba,"2,6-bis(imidazol-1-yl)pyridine"
Ba,"2,6-naphthalenedisulfonate"
Ba,"2,6-pyridine dicarboxylic acid"
Ba,2-((benzyl)amino)terephthalic acid
Ba,"2-((methylsulfonyl)methyl)-[1,1′-biphenyl]-4,4′-dicarboxylic acid"
Ba,"2-((methylthio)methyl)-[1,1′-biphenyl]-4,4′-dicarboxylic acid"
Ba,2-(1-hydroxy-ethyl)-3H-benzimidazole-5-carboxylic acid
Ba,"2-(1-imidazole)-1-hydroxyl-1,1’-ethylidenediphosphonic acid"
Ba,"2-(3-pyridine)-1H-1,3,4-thiadiazole-5-thioketone"
Ba,2-(4-Chlorobenzoyl)benzoic acid
Ba,2-(4-pyridyl)-terephthalic acid
Ba,2-(Methylamino)terephthalic acid
Ba,2-(carboxymethoxy)benzoic acid
Ba,"2-(hydroxymethyl)-2-(pyridin-4-yl)-1,3-propanediol"
Ba,"2-(p-hydroxylphenyl)-1H-imidazole-4,5-dicarboxylic acid"
Ba,2-Methylpyrazine
